fish_table_id,anem_table_id,fish_spp,sample_id,recap,tag_id,color,sex,size,fish_obs_time,fish_notes,dive_table_id,anem_obs,anem_obs_time,anem_id,old_anem_id,anem_spp,anem_dia,dive_type,date,site,gps,gen_id,fish_indiv,ligation_id,lat,lon
530,482,APCL,APCL12_256,NA,NA,Y,J,5.1,NA,NA,21,NA,09:45:00,NA,NA,HECR,25,E,2012-05-14,Wangag,1,762,762,L2436,NA,NA
354,303,APCL,APCL12_167,NA,NA,Y,J,5.6,NA,#167 had yellow tail,14,NA,14:06:00,NA,NA,HECR,15,E,2012-05-10,S. Magbangon,1,758,758,L2226,NA,NA
6584,6737,APCL,APCL15_149,NA,NA,YR,J,5.8,NA,NA,277,543,09:45:00,533,NA,HECR,15,C,2015-06-14,Sitio Baybayon,3,24,24,L3023,NA,NA
1524,1441,APCL,APCL13_510,NA,NA,YP,F,10.4,NA,NA,52,287,17:18:00,287,NA,HECR,30,C,2013-06-01,Visca,1,25,25,L2238,NA,NA
2592,2168,APCL,APCL14_283,NA,NA,O,M,8.9,NA,NA,87,563,11:14:00,552,NA,HECR,40,C,2014-06-22,Sitio Baybayon,1,26,26,L1201,NA,NA
2592,2168,APCL,APCL14_283,NA,NA,O,M,8.9,NA,NA,87,563,11:14:00,552,NA,HECR,40,C,2014-06-22,Sitio Baybayon,1,26,26,L0585,NA,NA
2602,2174,APCL,APCL14_286,NA,NA,O,M,7.8,NA,NA,88,567,13:24:00,556,NA,HECR,30,C,2014-06-22,Sitio Baybayon,1,27,27,L1204,NA,NA
2602,2174,APCL,APCL14_286,NA,NA,O,M,7.8,NA,NA,88,567,13:24:00,556,NA,HECR,30,C,2014-06-22,Sitio Baybayon,1,27,27,L0588,NA,NA
12558,11457,APCL,APCL18_014,N,NA,O,M,7.6,11:22:00,escaped before pit tag,475,2356,11:22:00,2942,NA,HECR,8,C,2018-03-04,Palanas,4,28,28,L3750,NA,NA
12378,11317,APCL,APCL18_067,NA,NA,YR,J,5.3,12:16:00,NA,586,2370,11:55:00,2956,NA,ENQD,40,C,2018-03-08,S. Magbangon,4,29,29,L3768,NA,NA
12371,11314,APCL,APCL18_069,NA,NA,YR,J,5.8,13:54:00,NA,486,1446,13:59:00,2032,NA,HECR,30,C,2018-03-08,Wangag,4,30,30,L3770,NA,NA
12316,11281,APCL,APCL18_084,NA,NA,W,J,5.5,15:32:00,NA,486,2381,15:32:00,2966,NA,MADO,20,C,2018-03-08,Wangag,4,31,31,L3782,NA,NA
6263,6598,APCL,APCL15_101,NA,NA,YR,J,5.8,NA,NA,265,708,10:25:00,698,NA,HECR,30,C,2015-06-07,Hicgop South,3,32,32,L3016,NA,NA
6393,6652,APCL,APCL15_120,NA,NA,W,J,4.1,NA,NA,271,1557,14:41:00,2140,NA,STHD,10,C,2015-06-09,Haina,3,33,33,L2656,NA,NA
6334,6630,APCL,APCL15_112,NA,NA,YR,J,4,NA,NA,269,380,14:13:00,380,NA,HECR,15,C,2015-06-08,Poroc San Flower,3,34,34,L2666,NA,NA
6194,6574,APCL,APCL15_077,NA,NA,YR,J,4,NA,NA,263,701,10:56:00,691,NA,ENQD,80,C,2015-06-05,Cabatoan,3,35,35,L3097,NA,NA
6222,6578,APCL,APCL15_085,NA,NA,YR,J,4.6,NA,NA,263,1539,12:04:00,2124,NA,ENQD,15,C,2015-06-05,Cabatoan,3,36,36,L2728,NA,NA
6444,6675,APCL,APCL15_130,NA,NA,YR,J,5.2,NA,NA,273,1565,14:37:00,2148,NA,HECR,15,C,2015-06-11,Sitio Baybayon,3,37,37,L2675,NA,NA
6400,6655,APCL,APCL15_122,NA,NA,BW,J,4.6,NA,NA,271,1559,15:01:00,2142,NA,HECR,30,C,2015-06-09,Haina,3,38,38,L2884,NA,NA
6314,6618,APCL,APCL15_096,NA,NA,W,J,4.8,NA,NA,267,1545,15:02:00,2129,NA,HECR,10,C,2015-06-07,San Agustin,3,39,39,L2705,NA,NA
6421,6665,APCL,APCL15_124,NA,NA,Y,J,5.6,NA,NA,272,799,11:38:00,793,NA,STHD,20,C,2015-06-11,Tamakin Dacot,3,40,40,L2669,NA,NA
6351,6636,APCL,APCL15_115,NA,NA,YR,J,4.8,NA,NA,270,1552,10:43:00,2135,NA,MADO,10,C,2015-06-09,Tamakin Dacot,3,41,41,L2738,NA,NA
6240,6588,APCL,APCL15_091,NA,NA,W,J,4.5,NA,NA,264,1541,14:28:00,2126,NA,HECR,5,C,2015-06-05,Cabatoan,3,42,42,L2733,NA,NA
6286,6607,APCL,APCL15_105,NA,NA,W,J,5.8,NA,NA,267,1269,14:02:00,1270,NA,HECR,30,C,2015-06-07,San Agustin,3,43,43,L2674,NA,NA
6209,6577,APCL,APCL15_080,NA,NA,Y,J,5.9,NA,NA,263,703,11:54:00,930,NA,ENQD,80,C,2015-06-05,Cabatoan,3,44,44,L2715,NA,NA
6277,6603,APCL,APCL15_104,NA,NA,Y,J,5.2,NA,NA,266,713,11:35:00,703,NA,HECR,30,C,2015-06-07,Elementary School,3,45,45,L3105,NA,NA
6335,6631,APCL,APCL15_113,NA,NA,YR,J,4.4,NA,NA,269,939,14:17:00,928,NA,HECR,10,C,2015-06-08,Poroc San Flower,3,46,46,L2660,NA,NA
6225,6581,APCL,APCL15_086,NA,NA,W,J,4.5,NA,NA,263,1540,12:16:00,2125,NA,HECR,15,C,2015-06-05,Cabatoan,3,47,47,L2730,NA,NA
8155,7912,APCL,APCL16_678,NA,NA,W,J,6.3,NA,NA,332,1911,14:13:00,2522,NA,HECR,30,C,2016-06-06,N. Magbangon,4,48,48,L3714,NA,NA
8155,7912,APCL,APCL16_678,NA,NA,W,J,6.3,NA,NA,332,1911,14:13:00,2522,NA,HECR,30,C,2016-06-06,N. Magbangon,4,48,48,L5363,NA,NA
8250,7975,APCL,APCL16_733,N,NA,YR,J,4.8,NA,NA,334,1940,14:11:00,2549,NA,HECR,25,C,2016-06-07,Sitio Baybayon,4,49,49,L5411,NA,NA
8156,7912,APCL,APCL16_679,NA,NA,YR,J,4.8,NA,NA,332,1911,14:13:00,2522,NA,HECR,30,C,2016-06-06,N. Magbangon,4,50,50,L3713,NA,NA
8156,7912,APCL,APCL16_679,NA,NA,YR,J,4.8,NA,NA,332,1911,14:13:00,2522,NA,HECR,30,C,2016-06-06,N. Magbangon,4,50,50,L5364,NA,NA
8290,7989,APCL,APCL16_752,NA,NA,O,M,10.5,NA,NA,335,1552,09:32:00,2135,NA,MADO,25,C,2016-06-09,Tamakin Dacot,4,51,51,L5430,NA,NA
8159,7920,APCL,APCL16_682,NA,NA,O,M,7.7,NA,NA,332,1914,14:28:00,2525,NA,HECR,20,C,2016-06-06,N. Magbangon,4,52,52,L3710,NA,NA
8159,7920,APCL,APCL16_682,NA,NA,O,M,7.7,NA,NA,332,1914,14:28:00,2525,NA,HECR,20,C,2016-06-06,N. Magbangon,4,52,52,L5367,NA,NA
8151,7891,APCL,APCL16_675,NA,NA,YR,J,5,NA,NA,332,518,13:49:00,2519,508,HECR,20,C,2016-06-06,N. Magbangon,4,53,53,L3717,NA,NA
8151,7891,APCL,APCL16_675,NA,NA,YR,J,5,NA,NA,332,518,13:49:00,2519,508,HECR,20,C,2016-06-06,N. Magbangon,4,53,53,L5360,NA,NA
8261,7979,APCL,APCL16_742,N,NA,YR,J,5,NA,NA,334,1946,14:40:00,2552,NA,HECR,20,C,2016-06-07,Sitio Baybayon,4,54,54,L5420,NA,NA
8255,7976,APCL,APCL16_737,N,NA,YR,J,4.3,NA,NA,334,750,14:12:00,2548,NA,????,NA,C,2016-06-07,Sitio Baybayon,4,55,55,L5415,NA,NA
8152,7901,APCL,APCL16_676,NA,NA,YR,J,5.1,NA,NA,332,1909,14:02:00,2520,NA,HECR,30,C,2016-06-06,N. Magbangon,4,56,56,L3716,NA,NA
8152,7901,APCL,APCL16_676,NA,NA,YR,J,5.1,NA,NA,332,1909,14:02:00,2520,NA,HECR,30,C,2016-06-06,N. Magbangon,4,56,56,L5361,NA,NA
8158,7917,APCL,APCL16_681,NA,NA,O,M,8,NA,NA,332,1345,14:23:00,2524,1346,HECR,30,C,2016-06-06,N. Magbangon,4,57,57,L3711,NA,NA
8158,7917,APCL,APCL16_681,NA,NA,O,M,8,NA,NA,332,1345,14:23:00,2524,1346,HECR,30,C,2016-06-06,N. Magbangon,4,57,57,L5366,NA,NA
8220,7955,APCL,APCL16_720,N,NA,YR,J,4.7,NA,NA,334,1929,13:11:00,2540,NA,HECR,20,C,2016-06-07,Sitio Baybayon,4,58,58,L5398,NA,NA
8288,7989,APCL,APCL16_750,N,NA,YR,J,5.2,NA,NA,335,1552,09:32:00,2135,NA,MADO,25,C,2016-06-09,Tamakin Dacot,4,59,59,L5428,NA,NA
8147,7881,APCL,APCL16_672,NA,NA,YR,J,4.5,NA,NA,332,1905,13:35:00,2516,NA,HECR,25,C,2016-06-06,N. Magbangon,4,60,60,L3720,NA,NA
8147,7881,APCL,APCL16_672,NA,NA,YR,J,4.5,NA,NA,332,1905,13:35:00,2516,NA,HECR,25,C,2016-06-06,N. Magbangon,4,60,60,L5357,NA,NA
8244,7969,APCL,APCL16_730,N,NA,YR,J,4.6,NA,NA,334,1937,13:55:00,2547,NA,HECR,25,C,2016-06-07,Sitio Baybayon,4,61,61,L5408,NA,NA
8231,7962,APCL,APCL16_726,N,NA,YR,J,4.7,NA,NA,334,747,13:40:00,2544,738,HECR,20,C,2016-06-07,Sitio Baybayon,4,62,62,L5404,NA,NA
8224,7959,APCL,APCL16_723,N,NA,YR,J,4.8,NA,NA,334,1932,13:28:00,2543,NA,HECR,15,C,2016-06-07,Sitio Baybayon,4,63,63,L5401,NA,NA
8153,7911,APCL,APCL16_677,NA,NA,W,J,5.6,NA,NA,332,1910,14:06:00,2521,NA,HECR,30,C,2016-06-06,N. Magbangon,4,64,64,L3715,NA,NA
8153,7911,APCL,APCL16_677,NA,NA,W,J,5.6,NA,NA,332,1910,14:06:00,2521,NA,HECR,30,C,2016-06-06,N. Magbangon,4,64,64,L5362,NA,NA
8234,7965,APCL,APCL16_727,N,NA,W,J,4.5,NA,NA,334,1934,13:44:00,2545,NA,HECR,25,C,2016-06-07,Sitio Baybayon,4,65,65,L5405,NA,NA
8287,7989,APCL,APCL16_749,N,NA,YR,J,3.9,NA,NA,335,1552,09:32:00,2135,NA,MADO,25,C,2016-06-09,Tamakin Dacot,4,66,66,L5427,NA,NA
8142,7876,APCL,APCL16_667,NA,NA,YR,J,4,NA,NA,332,1903,13:22:00,2514,NA,HECR,30,C,2016-06-06,N. Magbangon,4,67,67,L3725,NA,NA
8142,7876,APCL,APCL16_667,NA,NA,YR,J,4,NA,NA,332,1903,13:22:00,2514,NA,HECR,30,C,2016-06-06,N. Magbangon,4,67,67,L5352,NA,NA
8245,7971,APCL,APCL16_731,N,NA,YR,J,3.8,NA,NA,334,750,14:03:00,2548,741,HECR,25,C,2016-06-07,Sitio Baybayon,4,68,68,L5409,NA,NA
8216,7952,APCL,APCL16_717,N,NA,YR,J,3.9,NA,NA,334,1927,13:00:00,2538,NA,HECR,15,C,2016-06-07,Sitio Baybayon,4,69,69,L5396,NA,NA
8146,7881,APCL,APCL16_671,NA,NA,O,M,9.4,NA,NA,332,1905,13:35:00,2516,NA,HECR,25,C,2016-06-06,N. Magbangon,4,70,70,L3721,NA,NA
8146,7881,APCL,APCL16_671,NA,NA,O,M,9.4,NA,NA,332,1905,13:35:00,2516,NA,HECR,25,C,2016-06-06,N. Magbangon,4,70,70,L5356,NA,NA
8165,7924,APCL,APCL16_686,N,NA,YR,J,5,NA,NA,333,1916,09:03:00,2527,NA,HECR,15,C,2016-06-07,Sitio Baybayon,4,71,71,L3706,10.740363586225,124.790998762475
8165,7924,APCL,APCL16_686,N,NA,YR,J,5,NA,NA,333,1916,09:03:00,2527,NA,HECR,15,C,2016-06-07,Sitio Baybayon,4,71,71,L5372,10.740363586225,124.790998762475
8161,7920,APCL,APCL16_684,NA,NA,W,J,5.4,NA,NA,332,1914,14:28:00,2525,NA,HECR,20,C,2016-06-06,N. Magbangon,4,72,72,L3708,NA,NA
8161,7920,APCL,APCL16_684,NA,NA,W,J,5.4,NA,NA,332,1914,14:28:00,2525,NA,HECR,20,C,2016-06-06,N. Magbangon,4,72,72,L5370,NA,NA
8157,7915,APCL,APCL16_680,NA,NA,W,J,5.7,NA,NA,332,1912,14:22:00,2523,NA,HECR,30,C,2016-06-06,N. Magbangon,4,73,73,L3712,NA,NA
8157,7915,APCL,APCL16_680,NA,NA,W,J,5.7,NA,NA,332,1912,14:22:00,2523,NA,HECR,30,C,2016-06-06,N. Magbangon,4,73,73,L5365,NA,NA
8148,7882,APCL,APCL16_673,NA,NA,YR,J,5.1,NA,NA,332,1906,13:40:00,2517,NA,HECR,25,C,2016-06-06,N. Magbangon,4,74,74,L3719,NA,NA
8148,7882,APCL,APCL16_673,NA,NA,YR,J,5.1,NA,NA,332,1906,13:40:00,2517,NA,HECR,25,C,2016-06-06,N. Magbangon,4,74,74,L5358,NA,NA
8143,7876,APCL,APCL16_668,NA,NA,YR,J,4.9,NA,NA,332,1903,13:22:00,2514,NA,HECR,30,C,2016-06-06,N. Magbangon,4,75,75,L3724,NA,NA
8143,7876,APCL,APCL16_668,NA,NA,YR,J,4.9,NA,NA,332,1903,13:22:00,2514,NA,HECR,30,C,2016-06-06,N. Magbangon,4,75,75,L5353,NA,NA
8289,7989,APCL,APCL16_751,NA,NA,YP,F,10.7,NA,NA,335,1552,09:32:00,2135,NA,MADO,25,C,2016-06-09,Tamakin Dacot,4,76,76,L5429,NA,NA
8258,7978,APCL,APCL16_739,N,NA,YR,J,3.6,NA,NA,334,787,14:36:00,2551,781,HECR,25,C,2016-06-07,Sitio Baybayon,4,77,77,L5417,NA,NA
8160,7920,APCL,APCL16_683,NA,NA,YP,F,8.9,NA,NA,332,1914,14:28:00,2525,NA,HECR,20,C,2016-06-06,N. Magbangon,4,78,78,L3709,NA,NA
8160,7920,APCL,APCL16_683,NA,NA,YP,F,8.9,NA,NA,332,1914,14:28:00,2525,NA,HECR,20,C,2016-06-06,N. Magbangon,4,78,78,L5369,NA,NA
8150,7890,APCL,APCL16_674,NA,NA,YR,J,5.7,NA,NA,332,1907,13:46:00,2518,NA,HECR,25,C,2016-06-06,N. Magbangon,4,79,79,L3718,NA,NA
8150,7890,APCL,APCL16_674,NA,NA,YR,J,5.7,NA,NA,332,1907,13:46:00,2518,NA,HECR,25,C,2016-06-06,N. Magbangon,4,79,79,L5359,NA,NA
8144,7877,APCL,APCL16_669,NA,NA,YR,J,4.1,NA,NA,332,1904,13:29:00,2515,NA,HECR,25,C,2016-06-06,N. Magbangon,4,80,80,L3723,NA,NA
8144,7877,APCL,APCL16_669,NA,NA,YR,J,4.1,NA,NA,332,1904,13:29:00,2515,NA,HECR,25,C,2016-06-06,N. Magbangon,4,80,80,L5354,NA,NA
8235,7965,APCL,APCL16_728,N,NA,W,J,4,NA,NA,334,1934,13:44:00,2545,NA,HECR,25,C,2016-06-07,Sitio Baybayon,4,81,81,L5406,NA,NA
8138,7866,APCL,APCL16_663,NA,NA,YR,J,4.6,NA,NA,332,1900,13:07:00,2511,NA,HECR,30,C,2016-06-06,N. Magbangon,4,82,82,L3729,NA,NA
8138,7866,APCL,APCL16_663,NA,NA,YR,J,4.6,NA,NA,332,1900,13:07:00,2511,NA,HECR,30,C,2016-06-06,N. Magbangon,4,82,82,L5348,NA,NA
8136,7855,APCL,APCL16_661,NA,NA,YP,F,8.8,NA,NA,332,NA,12:55:00,NA,NA,HECR,25,C,2016-06-06,N. Magbangon,4,83,83,L3731,NA,NA
8136,7855,APCL,APCL16_661,NA,NA,YP,F,8.8,NA,NA,332,NA,12:55:00,NA,NA,HECR,25,C,2016-06-06,N. Magbangon,4,83,83,L5346,NA,NA
8134,7854,APCL,APCL16_659,NA,NA,YP,F,8,NA,NA,332,NA,12:55:00,NA,NA,HECR,25,C,2016-06-06,N. Magbangon,4,84,84,L3733,NA,NA
8134,7854,APCL,APCL16_659,NA,NA,YP,F,8,NA,NA,332,NA,12:55:00,NA,NA,HECR,25,C,2016-06-06,N. Magbangon,4,84,84,L5344,NA,NA
8139,7874,APCL,APCL16_664,NA,NA,YR,J,5.4,NA,NA,332,1901,13:09:00,2512,NA,HECR,20,C,2016-06-06,N. Magbangon,4,85,85,L3728,NA,NA
8139,7874,APCL,APCL16_664,NA,NA,YR,J,5.4,NA,NA,332,1901,13:09:00,2512,NA,HECR,20,C,2016-06-06,N. Magbangon,4,85,85,L5349,NA,NA
8141,7875,APCL,APCL16_666,NA,NA,O,M,7,NA,NA,332,1902,13:21:00,2513,NA,HECR,25,C,2016-06-06,N. Magbangon,4,86,86,L3726,NA,NA
8141,7875,APCL,APCL16_666,NA,NA,O,M,7,NA,NA,332,1902,13:21:00,2513,NA,HECR,25,C,2016-06-06,N. Magbangon,4,86,86,L5351,NA,NA
8135,7855,APCL,APCL16_660,NA,NA,YR,J,4.2,NA,NA,332,NA,12:55:00,NA,NA,HECR,25,C,2016-06-06,N. Magbangon,4,87,87,L3732,NA,NA
8135,7855,APCL,APCL16_660,NA,NA,YR,J,4.2,NA,NA,332,NA,12:55:00,NA,NA,HECR,25,C,2016-06-06,N. Magbangon,4,87,87,L5345,NA,NA
8137,7863,APCL,APCL16_662,NA,NA,YR,J,4.3,NA,NA,332,1899,12:59:00,2510,NA,HECR,30,C,2016-06-06,N. Magbangon,4,88,88,L3730,NA,NA
8137,7863,APCL,APCL16_662,NA,NA,YR,J,4.3,NA,NA,332,1899,12:59:00,2510,NA,HECR,30,C,2016-06-06,N. Magbangon,4,88,88,L5347,NA,NA
7904,7689,APCL,APCL16_495,N,NA,YR,J,4.6,NA,NA,326,NA,09:57:00,NA,NA,ENQD,15,C,2016-06-03,S. Magbangon,3,89,89,L5210,10.7403602264667,124.791041202867
6018,6442,APCL,APCL15_036,NA,NA,W,J,4.9,NA,NA,257,661,12:07:00,650,NA,HECR,30,C,2015-06-01,Wangag,3,90,90,L3067,NA,NA
96,49,APCL,APCL12_052,NA,NA,NA,NA,8.5,NA,NA,7,NA,14:42:00,NA,NA,HECR,NA,D,2012-05-08,Palanas,1,91,91,L2203,NA,NA
213,133,APCL,APCL12_094,NA,NA,NA,NA,5.4,NA,NA,9,NA,12:46:00,NA,NA,MADO,NA,E,2012-05-09,Palanas,1,92,92,L2212,NA,NA
915,824,APCL,APCL13_158,NA,NA,O,M,7.2,NA,NA,34,87,12:58:15,87,NA,HECR,50,C,2013-05-26,Haina,1,93,93,L1105,NA,NA
915,824,APCL,APCL13_158,NA,NA,O,M,7.2,NA,NA,34,87,12:58:15,87,NA,HECR,50,C,2013-05-26,Haina,1,93,93,L0196,NA,NA
374,322,APCL,APCL12_179,NA,NA,O,M,8.5,NA,#179 had orange-edged tail,587,NA,15:09:00,NA,NA,HECR,20,E,2012-05-10,N. Magbangon,1,94,94,L1782,NA,NA
6184,6568,APCL,APCL15_074,NA,NA,YR,J,4.4,NA,NA,262,1537,15:18:00,2122,NA,HECR,15,C,2015-06-04,N. Magbangon,3,95,95,L2758,NA,NA
5858,6336,APCL,APCL15_007,NA,NA,YR,J,3.5,NA,NA,252,923,11:57:00,913,NA,HECR,30,C,2015-05-30,Palanas,3,96,96,L3031,10.7411346165,124.79125943965
87,44,APCL,APCL12_044,NA,NA,NA,NA,8.3,NA,NA,6,NA,12:14:00,NA,NA,HECR,NA,D,2012-05-08,Palanas,1,97,97,L2408,NA,NA
5963,6398,APCL,APCL15_025,NA,NA,W,J,4.6,NA,NA,256,1448,14:18:00,2034,NA,HECR,15,C,2015-05-31,Wangag,3,98,98,L2910,NA,NA
303,276,APCL,APCL12_131,NA,NA,O,M,7.2,NA,#130 had a yellow tail, #131 had orange edges,12,NA,09:41:00,NA,NA,ENQD,20,E,2012-05-10,Cabatoan,1,99,99,L2422,NA,NA
74,37,APCL,APCL12_031,NA,NA,NA,NA,4.1,NA,Was not measured, just a guess at size (7.5). First RNA is always heart/gill/muscle, while second is liver (if it exists). Second sample on RNA #2, though, is not liver: was green (mabye gall bladder?). Couldn't find the liver on the second fish.,5,NA,09:29:00,NA,NA,HECR,NA,D,2012-05-08,Palanas,1,100,100,L2555,NA,NA
153,90,APCL,APCL12_068,NA,NA,NA,NA,3,NA,NA,8,NA,10:13:00,NA,NA,HEAR,20,E,2012-05-09,Palanas,1,101,101,L2472,NA,NA
362,310,APCL,APCL12_173,NA,NA,W,J,4,NA,#173 had white patch on tail,14,NA,14:25:00,NA,NA,MADO,10,E,2012-05-10,S. Magbangon,1,102,102,L2483,NA,NA
72,36,APCL,APCL12_025,NA,NA,NA,NA,8.6,NA,NA,4,NA,15:49:00,NA,NA,HECR,20,E,2012-05-06,Visca,1,895,895,L2344,NA,NA
1002,882,APCL,APCL13_227,NA,NA,YR,J,4,NA,NA,37,124,12:31:30,124,NA,HECR,20,C,2013-05-27,Palanas,1,104,104,L0262,NA,NA
208,130,APCL,APCL12_083,NA,NA,O,M,9.7,NA,#85 has yellow tail, #93 has orange-edged tail, #96 has yellow tail. I wrote #93 again (see 12:33). Which is right?,9,NA,12:19:00,NA,NA,HECR,30,E,2012-05-09,Palanas,1,105,105,L2207,NA,NA
6155,6545,APCL,APCL15_070,NA,NA,WR,J,4.4,NA,NA,261,1523,11:34:00,2108,NA,HECR,25,C,2015-06-04,N. Magbangon,3,106,106,L3041,NA,NA
5904,6358,APCL,APCL15_016,NA,NA,YR,J,4.9,NA,NA,253,416,15:04:00,414,NA,MADO,25,C,2015-05-30,Palanas,3,107,107,L2916,10.74038877385,124.791038576525
284,264,APCL,APCL12_127,NA,NA,NA,NA,6.3,NA,NA,12,NA,09:07:00,NA,NA,HECR,30,E,2012-05-10,Cabatoan,1,108,108,L2370,NA,NA
301,275,APCL,APCL12_129,NA,NA,NA,NA,6.4,NA,NA,12,NA,09:37:00,NA,NA,HECR,15,E,2012-05-10,Cabatoan,1,109,109,L2371,NA,NA
1147,1124,APCL,APCL13_307,NA,NA,O,M,8,NA,NA,41,177,14:26:03,177,NA,HECR,30,C,2013-05-28,Wangag,1,110,110,L0338,NA,NA
389,336,APCL,APCL12_189,NA,NA,Y,J,4.4,NA,NA,15,NA,09:52:00,NA,NA,HECR,25,E,2012-05-11,Poroc Rose,1,9,9,L2571,NA,NA
69,34,APCL,APCL12_027,NA,NA,NA,NA,10.6,NA,NA,4,NA,15:36:00,NA,NA,HECR,40,E,2012-05-06,Visca,1,112,112,L2404,NA,NA
78,40,APCL,APCL12_035,NA,NA,NA,NA,9.3,NA,NA,5,NA,09:59:00,NA,NA,HECR,NA,D,2012-05-08,Palanas,1,113,113,L2405,NA,NA
946,847,APCL,APCL13_182,NA,NA,O,M,7.4,NA,NA,35,101,15:51:15,101,NA,HECR,20,C,2013-05-26,Sitio Baybayon,1,114,114,L0441,NA,NA
946,847,APCL,APCL13_182,NA,NA,O,M,7.4,NA,NA,35,101,15:51:15,101,NA,HECR,20,C,2013-05-26,Sitio Baybayon,1,114,114,L0219,NA,NA
334,291,APCL,APCL12_152,NA,NA,W,J,4.6,NA,#151 had a yellow tail, #152 had a white patch, and #153 had orange edges,13,NA,11:37:00,NA,NA,ENQD,50,E,2012-05-10,S. Magbangon,1,115,115,L2274,NA,NA
415,354,APCL,APCL12_206,NA,NA,W,J,4.2,NA,NA,16,NA,12:07:00,NA,NA,HECR,10,E,2012-05-11,Poroc San Flower,1,116,116,L2284,NA,NA
333,291,APCL,APCL12_151,NA,NA,Y,J,6.2,NA,#151 had a yellow tail, #152 had a white patch, and #153 had orange edges,13,NA,11:37:00,NA,NA,ENQD,50,E,2012-05-10,S. Magbangon,1,117,117,L2377,NA,NA
6138,6533,APCL,APCL15_065,NA,NA,YR,J,5.8,NA,NA,261,1515,10:41:00,2100,NA,HECR,30,C,2015-06-04,N. Magbangon,3,118,118,L3030,NA,NA
6179,6563,APCL,APCL15_072,NA,NA,YR,J,4.4,NA,NA,262,1535,15:02:00,2120,NA,HECR,30,C,2015-06-04,N. Magbangon,3,119,119,L3101,NA,NA
262,225,APCL,APCL12_111,NA,NA,O,M,7.8,NA,Orange-edged tail,10,NA,15:17:00,NA,NA,HECR,40,E,2012-05-09,Wangag,1,120,120,L1771,NA,NA
266,232,APCL,APCL12_122,NA,NA,W,J,5.3,NA,#120 has yello tail, #122 has white edge on tail,10,NA,15:25:00,NA,NA,HECR,15,E,2012-05-09,Wangag,1,121,121,L2220,NA,NA
5908,6361,APCL,APCL15_017,NA,NA,YR,J,5.4,NA,NA,253,1435,15:20:00,2022,NA,HECR,25,C,2015-05-30,Palanas,3,122,122,L2803,10.7409356092,124.791145948675
235,181,APCL,APCL12_106,NA,NA,O,M,8.3,NA,#106 has orange-edged tail, #102 has yellow tail,10,NA,14:27:00,NA,NA,HECR,30,E,2012-05-09,Wangag,1,123,123,L2215,NA,NA
257,218,APCL,APCL12_110,NA,NA,NA,NA,7.5,NA,NA,10,NA,15:05:00,NA,NA,HECR,20,E,2012-05-09,Wangag,1,124,124,L1770,NA,NA
920,827,APCL,APCL13_163,NA,NA,O,M,8.2,NA,NA,34,90,13:26:30,90,NA,HECR,50,C,2013-05-26,Haina,1,125,125,L0438,NA,NA
920,827,APCL,APCL13_163,NA,NA,O,M,8.2,NA,NA,34,90,13:26:30,90,NA,HECR,50,C,2013-05-26,Haina,1,125,125,L0201,NA,NA
944,846,APCL,APCL13_180,NA,NA,O,M,8.7,NA,NA,35,100,15:47:00,100,NA,HECR,30,C,2013-05-26,Sitio Baybayon,1,126,126,L0440,NA,NA
944,846,APCL,APCL13_180,NA,NA,O,M,8.7,NA,NA,35,100,15:47:00,100,NA,HECR,30,C,2013-05-26,Sitio Baybayon,1,126,126,L0217,NA,NA
339,296,APCL,APCL12_162,NA,NA,W,J,4.2,NA,#161 had orange-edged tail, #162 had white patch, #163 was yellow, #164 had orange edges,13,NA,11:58:00,NA,NA,ENQD,20,E,2012-05-10,S. Magbangon,1,127,127,L2480,NA,NA
223,148,APCL,APCL12_090,NA,NA,NA,NA,4.1,NA,#97 has orange-edged tail, #98 has yellow tail,9,NA,13:01:00,NA,NA,HECR,30,E,2012-05-09,Palanas,1,2072,2072,L2210,NA,NA
217,138,APCL,APCL12_091,NA,NA,NA,NA,6.1,NA,NA,9,NA,12:53:00,NA,NA,HECR,10,E,2012-05-09,Palanas,1,129,129,L2211,NA,NA
86,44,APCL,APCL12_043,NA,NA,NA,NA,10,NA,NA,6,NA,12:14:00,NA,NA,HECR,NA,D,2012-05-08,Palanas,1,130,130,L2407,NA,NA
330,290,APCL,APCL12_148,NA,NA,O,M,9.6,NA,#146, #149, #150 had yellow tails, #148 had orange edges. Lost the tube for #147 (never put a sample in it).,13,NA,11:23:00,NA,NA,HECR,30,E,2012-05-10,S. Magbangon,1,131,131,L2425,NA,NA
259,221,APCL,APCL12_109,NA,NA,NA,NA,8,NA,NA,10,NA,15:09:00,NA,NA,HECR,30,E,2012-05-09,Wangag,1,132,132,L1769,NA,NA
256,215,APCL,APCL12_117,NA,NA,O,M,9,NA,Orange-edged tail,10,NA,15:00:00,NA,NA,HECR,25,E,2012-05-09,Wangag,1,133,133,L2217,NA,NA
6024,6447,APCL,APCL15_039,NA,NA,W,J,3.8,NA,NA,258,1470,13:51:00,2056,NA,HEMA,10,C,2015-06-01,Wangag,3,134,134,L3109,NA,NA
351,300,APCL,APCL12_172,NA,NA,O,M,9.4,NA,#172 had orange-edged tail, #171 had yellow,13,NA,12:33:00,NA,NA,HECR,70,E,2012-05-10,S. Magbangon,1,135,135,L2482,NA,NA
